"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","work>20hrsWk","report2sameSupervisor","trust_1","trust_2","trust_3","trust_4","trust_5","Empathy_1","Empathy_2","Empathy_3","Empathy_4","Empathy_5","Empathy_6","Empathy_7","Empathy_8","Empathy_9","Empathy_10","Empathy_11","Empathy_12","Empathy_13","Empathy_14","Empathy_15","PAIR_1","PAIR_2","PAIR_3","PAIR_4","PAIR_5","PAIR_6","PAIR_7","PAIR_8","PAIR_9","PAIR_10","PAIR_11","PAIR_12","PAIR_13","PAIR_14","PAIR_15","support_1","support_2","support_3","support_4","support_5","support_6","Communal_Strength_1","Communal_Strength_2","Communal_Strength_3","Communal_Strength_4","Communal_Strength_5","Communal_Strength_6","Communal_Strength_7","Communal_Strength_8","Communal_Strength_9","Communal_Strength_10","Listening_Styles_1","Listening_Styles_2","Listening_Styles_3","Listening_Styles_4","Listening_Styles_5","Listening_Styles_6","Listening_Styles_7","Listening_Styles_8","Listening_Styles_9","Listening_Styles_10","Listening_Styles_11","Listening_Styles_12","Listening_Styles_13","Listening_Styles_14","Listening_Styles_15","Listening_Styles_16","Listening_Styles_17","Listening_Styles_18","Listening_Styles_19","Listening_Styles_20","Listening_Styles_21","Listening_Styles_22","Listening_Styles_23","Listening_Styles_24","perspective_taking_1","perspective_taking_2","perspective_taking_3","perspective_taking_4","perspective_taking_5","perspective_taking_6","perspective_taking_7","perspective_taking_8","perspective_taking_9","perspective_taking_10","perspective_taking_11","perspective_taking_12","perspective_taking_13","perspective_taking_14","perspective_taking_15","perspective_taking_16","perspective_taking_17","perspective_taking_18","perspective_taking_19","perspective_taking_20","ActiveEmpathicListe_1","ActiveEmpathicListe_2","ActiveEmpathicListe_3","ActiveEmpathicListe_4","ActiveEmpathicListe_5","ActiveEmpathicListe_6","ActiveEmpathicListe_7","ActiveEmpathicListe_8","ActiveEmpathicListe_9","ActiveEmpathicListe_10","ActiveEmpathicListe_11","responsivness_1","responsivness_2","responsivness_3","responsivness_4","responsivness_5","responsivness_6","responsivness_7","responsivness_8","responsivness_9","responsivness_10","responsivness_11","responsivness_12","responsivness_13","responsivness_14","responsivness_15","responsivness_16","responsivness_17","responsivness_18","intimacy_1","intimacy_2","intimacy_3","intimacy_4","intimacy_5","intimacy_6","intimacy_7","intimacy_8","Rudeness_1","Rudeness_2","Rudeness_3","Rudeness_4","Rudeness_5","Rudeness_6","JDI_1","JDI_2","JDI_3","JDI_4","JDI_5","JDI_6","JDI_7","JDI_8","JDI_9","JDI_10","JDI_11","JDI_12","JDI_13","JDI_14","JDI_15","JDI_16","JDI_17","JDI_18","SWMSS_1","SWMSS_2","SWMSS_3","SWMSS_4","SWMSS_5","SWMSS_6","SWMSS_7","SWMSS_8","SWMSS_9","SWMSS_10","SWMSS_11","SWMSS_12","SWMSS_13","SWMSS_14","SWMSS_15","Incivility_1","Incivility_2","Incivility_3","Incivility_4","Incivility_5","Incivility_6","Incivility_7","Respect_1","Respect_2","Respect_3","Respect_4","Respect_5","Respect_6","Respect_7","Respect_8","Respect_9","Respect_10","Respect_11","Respect_12","Respect_13","Respect_14","Respect_15","Respect_16","Respect_17","Respect_18","Respect_19","Respect_20","PRI_1","PRI_2","PRI_3","PRI_4","PRI_5","PRI_6","PRI_7","PRI_8","PRI_9","PRI_10","PRI_11","PRI_12","PRI_13","PRI_14","PRI_15","PRI_16","Autonomy_Support_1","Autonomy_Support_2","Autonomy_Support_3","Autonomy_Support_4","Autonomy_Support_5","Autonomy_Support_6","Autonomy_Support_7","Autonomy_Support_8","Autonomy_Support_9","Autonomy_Support_10","Autonomy_Support_11","Autonomy_Support_12","Autonomy_Support_13","Autonomy_Support_14","Autonomy_Support_15","Autonomy_Support_16","Autonomy_Support_17","Autonomy_Support_18","Autonomy_Support_19","Autonomy_Support_20","Autonomy_Support_21","Humility_1","Humility_2","Humility_3","Humility_4","Humility_5","Humility_6","Humility_7","Humility_8","Humility_9","Listening_1","Listening_2","Listening_3","Listening_4","Listening_5","FLS_1","FLS_2","FLS_3","FLS_4","FLS_5","FLS_6","FLS_7","FLS_8","FLS_9","FLS_10","FLS_11","FLS_12","FLS_13","FLS_14","FLS_15","FLS_16","FLS_17","FLS_18","FLS_19","FLS_20","Age","gender","supervisorGender","yearsWithBoss","occupation","yearsProfessionalExperience","tenure","SWL_1","SWL_2","SWL_3","SWL_4","SWL_5","credit","id","SC0","Source","Hebrew/English","ID","consent"
"142",2019-06-16 12:09:28,2019-06-16 12:23:31,0,30,843,0,2019-06-23 12:24:17,"R_ue5qq3gtuy2NS0N","anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,11,8,1,5,4,8,9,4,7,11,7,8,8,11,5,6,5,2,3,4,2,1,9,1,1,2,2,1,8,5,1,9,8,5,11,7,11,8,2,10,3,3,6,10,9,10,3,8,2,3,9,3,1,10,2,6,3,6,3,3,1,5,3,2,3,3,7,10,9,10,8,4,NA,11,11,7,4,11,8,1,3,2,6,11,8,2,11,6,9,4,1,5,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,"USA",NA,NA,NA
"143",2019-06-19 17:31:51,2019-06-19 17:34:43,0,12,172,0,2019-06-26 17:35:20,"R_2Ph7WAfycrOyfDQ","anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,NA
"144",2019-08-08 17:14:57,2019-08-08 17:15:14,0,12,16,0,2019-08-15 17:15:31,"R_AF1sBEnqztFoGQN","anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,NA
"145",2018-11-13 13:41:42,2018-11-14 09:15:13,0,100,70411,1,2018-11-14 09:15:14,"R_3MnHfXk6mEZ58QS","anonymous","HE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psych",NA,NA,NA
"146",2018-11-18 19:54:15,2018-11-18 20:24:55,0,100,1839,1,2018-11-18 20:24:56,"R_2E650AuuYl4zw5G","email","HE",NA,NA,9,8,9,8,8,9,1,11,1,11,9,1,6,6,1,10,6,1,1,10,11,9,9,7,6,4,9,4,1,6,8,10,5,7,3,9,11,11,9,1,9,9,11,7,8,5,9,3,10,10,3,7,8,6,6,8,7,8,6,5,8,3,7,7,7,1,7,3,9,1,9,1,1,5,4,6,5,8,7,6,7,6,2,5,7,5,8,7,6,6,6,6,3,7,6,8,9,7,11,4,6,8,5,11,11,8,11,9,11,8,9,8,10,8,6,7,9,9,9,8,9,7,9,11,9,9,9,11,11,11,11,8,11,11,8,1,1,1,11,7,1,9,5,8,7,1,9,8,1,4,9,1,11,6,8,1,11,11,7,5,11,11,11,1,8,4,7,9,11,5,11,1,1,1,1,8,1,1,11,1,11,11,1,1,1,1,11,1,8,11,1,8,11,1,9,1,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,11,11,11,1,1,10,11,11,1,1,1,11,1,1,1,6,1,1,1,1,1,10,11,11,10,11,9,11,11,11,8,8,7,9,8,7,8,7,8,10,11,11,8,9,9,1,4,4,1,1,1,1,7,4,6,37,2,NA,8,7,8,3,5,6,6,5,4,NA,NA,181,"Psych",NA,NA,NA
"147",2018-11-19 16:37:10,2018-11-19 17:36:05,0,100,3534,1,2018-11-19 17:36:06,"R_2ql6aPj0hOPi6XZ","anonymous","HE",NA,NA,6,3,7,7,6,6,2,9,3,6,7,6,9,6,2,6,2,4,6,6,6,2,9,9,6,10,6,NA,2,2,7,2,11,6,1,10,6,6,9,6,9,6,8,9,NA,6,4,7,7,7,6,3,4,2,NA,3,3,6,6,6,3,6,7,6,5,NA,2,7,8,1,1,1,NA,NA,NA,4,3,6,3,NA,6,3,6,6,3,6,3,3,3,6,6,2,6,7,2,7,7,8,7,8,1,6,6,6,6,9,8,7,4,7,7,6,7,7,6,6,8,6,7,7,7,3,8,9,7,6,7,7,9,9,4,6,8,8,9,3,3,6,8,2,7,7,4,6,8,3,10,6,6,10,9,2,9,3,10,1,9,8,11,9,8,9,6,9,9,NA,8,6,10,6,9,1,2,1,3,3,2,1,7,6,6,7,3,1,1,NA,7,2,6,6,2,7,6,1,7,3,6,NA,7,6,8,7,7,8,6,6,3,3,3,2,3,1,3,2,6,6,6,1,2,8,9,6,8,3,7,7,8,1,7,5,9,7,2,6,2,7,6,5,8,7,7,5,5,6,7,8,6,9,8,6,6,6,6,8,8,7,7,9,6,2,NA,3,1,1,3,1,1,1,2,24,2,NA,0.7,15,NA,1,NA,NA,NA,NA,NA,NA,NA,130,"Psych",NA,NA,NA
"148",2018-11-20 09:15:17,2018-11-20 10:05:53,0,100,3036,1,2018-11-20 10:05:55,"R_2f9vGF0ga8mGwZL","email","HE",NA,NA,10,7,10,8,10,8,2,6,2,10,9,6,9,2,2,2,9,6,1,6,6,6,9,9,9,6,2,3,1,2,9,2,3,7,4,10,9,9,9,2,11,6,10,9,9,4,7,3,3,8,9,10,10,10,9,10,10,9,10,10,9,10,9,2,3,2,2,8,9,2,9,2,2,2,2,10,3,9,5,9,8,2,5,9,4,8,2,6,8,3,NA,9,4,9,NA,8,9,9,9,2,10,9,11,10,9,11,7,6,9,10,7,8,8,9,10,8,10,10,10,10,10,8,10,9,8,8,8,8,9,8,7,8,11,11,7,11,1,1,10,6,1,10,8,10,10,2,10,9,5,10,9,2,10,7,10,2,8,7,11,11,8,10,6,6,9,9,7,10,10,8,9,1,1,4,2,5,1,1,9,2,9,9,1,2,1,2,10,1,6,9,1,8,9,1,7,2,9,1,9,9,10,10,8,7,9,10,2,2,2,2,4,2,2,2,11,10,10,2,3,10,10,10,2,7,2,9,2,2,2,10,10,3,1,6,2,10,10,10,10,9,9,10,9,8,9,9,8,6,11,7,7,6,6,10,6,10,5,10,9,1,1,1,2,2,6,1,2,2,6,48,2,NA,2,7,10,2,6,6,6,6,2,NA,NA,169,"Psych",1,NA,NA
"149",2018-11-20 15:40:26,2018-11-20 20:10:12,0,100,16185,1,2018-11-20 20:10:13,"R_1LZI5cavFBv5BPe","anonymous","HE",NA,NA,9,6,6,5,8,5,2,9,3,8,10,9,8,6,6,8,4,6,6,11,9,8,8,7,3,6,3,4,6,4,8,6,7,6,6,7,5,8,6,5,5,5,9,6,7,6,6,6,7,8,4,7,6,5,6,7,8,5,6,7,7,6,6,5,4,4,8,6,5,9,7,5,7,9,5,3,2,8,5,2,7,5,9,7,7,9,3,1,8,9,4,1,8,6,3,7,7,7,6,7,4,4,7,5,4,7,6,8,9,9,9,7,4,8,5,4,9,8,6,8,8,6,8,8,10,9,9,10,9,9,10,9,7,9,10,7,3,4,9,4,1,7,9,11,7,1,8,10,1,1,11,1,11,2,9,2,6,6,7,7,6,7,7,7,5,4,7,6,5,5,7,1,5,3,2,2,2,5,8,3,8,8,4,2,4,4,9,10,8,8,2,10,8,1,9,8,10,3,9,8,6,3,8,5,9,7,3,6,4,5,2,3,3,2,4,6,7,7,3,8,10,4,2,3,6,8,8,1,8,4,2,6,4,6,9,8,2,3,5,3,9,9,6,6,7,9,5,8,6,8,6,7,9,3,7,3,7,6,8,7,6,6,2,9,5,2,1,2,5,22,2,NA,1.7,6,2,1,6,7,7,6,7,NA,NA,136,"Psych",1,NA,NA
"150",2018-11-22 08:39:12,2018-11-22 08:40:02,0,100,49,1,2018-11-22 08:40:02,"R_3MFhRLT2taVwD5U","anonymous","EN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psych",1,NA,NA
"151",2018-11-14 09:16:13,2018-11-15 08:50:45,0,29,84871,0,2018-11-22 08:50:50,"R_1jkabOSJPrWgR1J","anonymous","HE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psych",NA,NA,NA
"152",2018-11-22 08:40:13,2018-11-22 08:58:13,0,100,1080,1,2018-11-22 08:58:14,"R_24cMZrtBuvd3Sgi","anonymous","EN",1,1,2,9,9,9,6,6,1,9,1,6,9,1,8,1,1,1,5,1,1,8,8,7,6,5,3,11,6,1,1,1,8,3,11,1,1,9,6,9,9,1,7,3,10,9,6,1,6,8,9,6,6,6,6,8,6,8,6,6,9,9,9,8,9,1,1,1,1,7,6,1,6,1,1,1,6,6,1,9,1,5,9,1,1,8,1,8,1,7,6,1,6,9,1,6,6,9,8,9,9,9,9,9,9,9,9,9,9,6,6,8,8,9,8,5,7,6,9,5,9,8,6,4,9,10,10,8,9,5,8,9,7,6,9,10,10,1,1,1,9,1,1,10,7,9,8,1,1,5,1,6,10,1,10,1,7,1,9,8,9,9,9,6,8,8,6,6,9,6,10,8,8,1,1,6,1,1,1,1,9,1,9,9,1,1,1,1,9,1,9,7,10,9,9,1,6,6,10,1,8,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,10,3,9,1,1,11,11,9,1,1,1,9,6,1,1,7,9,1,1,1,1,1,8,9,9,9,9,9,9,9,10,10,10,10,10,9,8,11,9,9,9,8,9,9,9,1,1,1,1,1,1,1,1,1,1,24,1,1,2,16,2,2,7,7,7,7,7,NA,NA,144,"Psych",1,NA,NA
"153",2018-11-22 09:08:19,2018-11-22 09:11:03,0,100,163,1,2018-11-22 09:11:04,"R_3JCODkAiiJOhzIM","anonymous","EN",1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Psych",1,NA,NA
"154",2018-11-22 08:47:37,2018-11-22 09:29:42,0,100,2524,1,2018-11-22 09:29:43,"R_2yswgGUnPadmIKp","anonymous","HE",1,1,9,10,9,9,7,8,2,9,3,9,8,3,8,5,1,2,9,2,9,9,8,6,9,9,9,8,3,3,2,2,5,3,3,3,2,9,9,8,8,9,8,5,10,8,7,6,7,4,7,8,3,5,8,9,7,3,8,8,9,8,8,8,8,7,7,3,2,5,7,2,2,3,3,3,8,8,3,8,3,7,8,3,2,9,3,7,2,9,7,3,9,8,3,7,8,8,8,9,8,9,8,9,9,9,8,9,9,9,9,9,9,7,8,8,8,7,10,9,5,9,9,7,9,10,9,8,9,7,9,9,8,8,11,10,10,1,1,1,8,3,2,11,9,10,8,3,2,8,2,7,11,2,9,3,9,1,9,9,4,10,10,8,10,10,5,9,10,10,10,8,9,1,1,1,3,2,1,3,9,2,10,9,3,2,2,2,8,1,9,8,2,9,9,1,9,3,9,2,8,9,10,9,9,9,9,8,2,1,5,2,3,3,2,2,8,9,8,2,3,8,9,7,2,3,3,9,8,1,3,7,8,7,1,3,7,8,9,8,10,9,10,9,9,8,9,9,9,9,10,9,7,6,8,9,8,8,9,9,8,2,3,2,2,2,2,3,3,5,2,26,1,1,2.5,8,2.5,3,5,6,5,4,3,NA,NA,159,"Psych",1,NA,NA
"155",2018-11-22 09:06:39,2018-11-22 09:36:44,0,100,1804,1,2018-11-22 09:36:45,"R_3fpbRZhnrZwiwSU","anonymous","EN",1,1,3,10,6,10,7,9,2,9,5,7,9,4,8,5,2,3,10,2,3,10,8,6,5,9,6,9,8,6,3,5,9,3,6,5,6,9,7,9,9,2,8,9,8,6,6,5,5,4,6,8,8,6,8,7,8,7,6,8,7,7,7,7,6,5,4,4,3,5,7,3,7,3,3,3,3,6,4,7,3,7,8,3,4,7,3,8,4,9,6,6,5,7,9,7,6,8,8,8,6,9,7,7,8,9,7,9,9,8,4,8,7,3,7,7,7,6,9,9,9,9,6,3,7,8,7,3,8,3,8,8,3,4,9,9,6,1,2,2,9,2,5,10,7,8,10,2,9,10,3,10,10,1,9,4,8,6,8,9,7,9,8,6,7,9,9,6,7,8,8,8,7,1,2,1,3,1,1,3,7,2,8,10,4,1,2,2,11,3,10,6,5,9,8,1,8,3,9,2,9,7,10,9,10,11,10,8,2,2,2,2,2,1,3,3,6,6,10,1,6,10,9,7,5,4,6,7,8,2,2,7,9,2,1,7,2,8,9,9,10,10,10,9,9,9,7,7,9,9,10,9,9,8,8,9,9,9,9,9,8,2,2,3,2,1,3,2,2,3,2,23,2,1,11,12,1.1,1,3,5,3,3,2,NA,NA,149,"Psych",1,NA,NA
